name,name_for_emails,site,subtypes,category,type,email_1,phone
Villetta Liana Apuana Mare,Villetta Liana Apuana Mare,https://www.lianapuanamareversilia.it/it,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lianapuanamareversilia.it,+39 335 123 0028
Podere La Ciaia | Agriturismo Campagnatico | Bed & Breakfast Maremma Toscana,Podere La Ciaia | Agriturismo Campagnatico | Bed And Breakfast Maremma Toscana,http://www.poderelaciaia.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,poderelaciaia@virgilio.it,+39 339 593 8760
Tuscany farmhouse with swimming pool,Tuscany Farmhouse With Swimming Pool,http://www.fontemarinaalta.it/,"Farmstay, Apartment complex, Bed & breakfast, Hotel, Holiday apartment",Agriturismo,Farmstay,info@fontemarinaalta.it,+39 328 685 6182
Bed and Breakfast Fattoria della Sabatina,Bed And Breakfast Fattoria Della Sabatina,http://www.fattoriadellasabatina.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@fattoriadellasabatina.com,+39 0564 814138
Agriturismo - Podere Scopicci,Agriturismo Podere Scopicci,https://www.podere-scopicci.com/,"Hotel, Holiday apartment rental, Mobile home park",hotels,Hotel,poderescopicci@gmail.com,+39 392 534 4289
Villa Campestri,Villa Campestri,http://www.villacampestri.com/,"Health resort, Extended stay hotel, Hotel, Wellness hotel",Health resort,Health resort,villa.campestri@villacampestri.it,+39 055 849 0107
B&B Casa Mallarino,B And B Casa Mallarino,http://www.casamallarino.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@casamallarino.it,+39 346 025 3507
M2 Hotel,M2 Hotel,https://m2hotels.it/,Hotel,hotels,Hotel,m2hotel2022@outlook.com,+39 055 802 5237
Bed and Breakfast Le Makè,Bed And Breakfast Le Makè,http://www.lemake.it/,"Bed & breakfast, Extended stay hotel, Farmstay, Holiday apartment rental, Holiday home, Hotel, Holiday apartment, Wellness hotel",Bed & Breakfast,Bed & breakfast,info@lemake.it,+39 393 553 4752
West Florence Hotel,West Florence Hotel,http://www.westflorencehotel.it/,Hotel,hotels,Hotel,info@westflorencehotel.it,+39 055 895 3488
Hotel Primo,Hotel Primo,https://www.hotel-primo.it/,Hotel,hotels,Hotel,info@hotel-primo.it,+39 055 890999
Hotel 500 Firenze,Hotel 500 Firenze,http://www.hotel500firenze.com/,Hotel,hotels,Hotel,reservation@hotel500firenze.com,+39 055 880 3500
Hotel Bisenzio,Hotel Bisenzio,https://www.hotelbisenzio.net/,Hotel,hotels,Hotel,email@mail.com,+39 055 895 1204
Residence Oasis,Residence Oasis,http://www.urlaub-toskana.com/,Extended stay hotel,hotels,Extended stay hotel,info@urlaub-toskana.com,+39 0565 838455
B&B Villa Boldrini,B And B Villa Boldrini,http://www.villaboldrini.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@villaboldrini.it,+39 380 753 1340
LA FUCINAIA Bed and Breakfast,La Fucinaia Bed And Breakfast,https://lafucinaia.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lafucinaia.it,+39 349 700 4962
Bottacio - country house,Bottacio Country House,https://www.ilbottaccio.it/agriturismo,"Farmstay, Apartment complex, Holiday home, Hotel, Holiday apartment",Agriturismo,Farmstay,info@ilbottaccio.com,+39 320 693 6482
.,,http://www.tuscanylodge.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,azzurra.fit@hotmail.it,+39 334 277 4712
Casa Vacanze Villa Denise,Casa Vacanze Villa Denise,https://www.villadenise.com/,"Hotel, Holiday home, Holiday apartment",hotels,Hotel,info@villadenise.com,+39 0565 838335
Sestosenso Suites,Sestosenso Suites,http://www.sestosensosuites.com/,Bed & breakfast,Bed & breakfast,Bed & breakfast,info@sestosensosuites.com,+39 342 757 0922
Hotel The Flash - Venturina Terme,Hotel The Flash Venturina Terme,https://www.theflashhotel.it/,Hotel,hotels,Hotel,info@theflashhotel.it,+39 346 310 5266
Toscamere Papillon B&B Bed and Breakfast,Toscamere Papillon B And B Bed And Breakfast,https://www.toscamere.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@toscamere.it,+39 347 971 5326
Residence Ghiacci Vecchi - Vacanze in Toscana,Residence Ghiacci Vecchi Vacanze In Toscana,http://www.ghiaccivecchi.it/,Extended stay hotel,hotels,Extended stay hotel,info@ghiaccivecchi.it,+39 0565 846537
Castello Bonaria - Wine & SPA Resort Toscana,Castello Bonaria Wine And Spa Resort Toscana,https://www.castellobonaria.com/,"Resort hotel, Castle, Spa, Wellness hotel",hotels,Resort hotel,info@castellobonaria.com,+39 0565 193 2156
Podere Pietravento,Podere Pietravento,http://www.poderepietravento.com/,"Farmstay, Apartment rental agency, Bed & breakfast, Executive suite rental agency, Holiday apartment rental, Holiday home, Hotel, Resort hotel, Vacation home rental agency, Wedding venue",attractions,Farmstay,prenotazioni@poderepietravento.com,+39 347 431 9334
Affittacamere La Rocca,Affittacamere La Rocca,https://laroccacampiglia.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@laroccacampiglia.it,+39 349 464 4914
Il Castagno Toscana,Il Castagno Toscana,https://www.ilcastagnotoscana.com/,Extended stay hotel,hotels,Extended stay hotel,info@ilcastagnotoscana.com,+39 0565 837209
Casa Vacanze Antico Borgo Casalappi,Casa Vacanze Antico Borgo Casalappi,http://www.anticoborgocasalappi.it/,"Holiday home, Apartment complex, Country house, Extended stay hotel, Furnished apartment building, Holiday apartment",Casa per vacanze,Holiday home,info@anticoborgocasalappi.it,+39 0565 843292
B&B Vecchia Fonte,B And B Vecchia Fonte,http://www.vecchiafonte.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@vecchiafonte.it,+39 349 262 5190
Agriturismo Podere Conte Ruggero,Agriturismo Podere Conte Ruggero,http://www.podereconteruggero.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,saragovi78@libero.it,+39 333 279 2073
Borgo la Contessa,Borgo La Contessa,https://www.borgolacontessa.it/,"Extended stay hotel, Holiday apartment",hotels,Extended stay hotel,borgocontessa@gmail.com,+39 348 655 7932
Le Camere in Piazza - Affittacamere,Le Camere In Piazza Affittacamere,http://www.lecamereinpiazza.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lecamereinpiazza.it,+39 0565 838749
Olioealloronelborgo,Olioealloronelborgo,http://www.olioealloronelborgo.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,olioealloronelborgo@gmail.com,+39 339 236 6966
Hotel Granduca Campigna,Hotel Granduca Campigna,https://www.granducacampigna.it/,"Hotel, Wellness hotel",hotels,Hotel,info@granducacampigna.it,+39 0543 980051
Residence Hotel Iselba,Residence Hotel Iselba,http://www.iselba.it/,Extended stay hotel,hotels,Extended stay hotel,info@iselba.it,+39 0565 977123
Hotel Alma,Hotel Alma,http://www.hotelalma.com/,"Hotel, Restaurant",hotels,Hotel,info@hotelalma.com,+39 0565 988040
Residence holidays Sea,Residence Holidays Sea,http://www.vacanzamare.it/,"Extended stay hotel, Apartment complex",hotels,Extended stay hotel,info@vacanzamare.it,+39 0565 976129
Hotel dei Coralli,Hotel Dei Coralli,https://www.hoteldeicoralli.it/,Hotel,hotels,Hotel,info@hoteldeicoralli.it,+39 0565 976336
Barracuda Hotel Resort,Barracuda Hotel Resort,http://www.hotelbarracudaelba.it/?utm_source=GoogleMyBusiness,"Hotel, Extended stay hotel",hotels,Hotel,info@hotelbarracudaelba.it,+39 0565 976893
Hotel Marina 2,Hotel Marina 2,https://www.hotelmarina2.it/,Hotel,hotels,Hotel,marina2@infoelba.it,+39 0565 977881
Hotel Riva Del Sole,Hotel Riva Del Sole,https://www.chgroup.eu/riva-del-sole/,Hotel,hotels,Hotel,info@chgroup.eu,+39 0565 976316
Hotel Montecristo,Hotel Montecristo,https://www.hotelmontecristo.it/?utm_source=google_maps,Hotel,hotels,Hotel,info@hotelmontecristo.it,+39 0565 976861
Lo Scirocco,Lo Scirocco,http://www.hotellosciroccoisoladelba.it/,"Hotel, Bar, Restaurant",hotels,Hotel,loscirocco@fetovaia.it,+39 0565 988033
B&B a Casa di Lu,B And B A Casa Di Lu,https://elbacasadilu.weebly.com/,Bed & breakfast,Bed & breakfast,Bed & breakfast,ludovicafranco86@gmail.com,+39 340 587 8861
Hotel Villa Etrusca,Hotel Villa Etrusca,http://www.hotelvillaetrusca.it/,Hotel,hotels,Hotel,hotelvillaetrusca@gmail.com,+39 0565 976363
Hotel Meridiana,Hotel Meridiana,http://www.hotelmeridianaelba.it/,"Hotel, Bed & breakfast",hotels,Hotel,hotelmeridianaelba@icloud.com,+39 0565 976308
La Grechea Boutique B&B,La Grechea Boutique B And B,http://www.lagrechea.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lagrechea.com,+39 335 774 7418
Hotel Tre Colonne,Hotel Tre Colonne,https://www.hoteltrecolonne.it/,Hotel,hotels,Hotel,info@hoteltrecolonne.it,+39 0565 976320
Hotel Santa Caterina,Hotel Santa Caterina,http://www.hotelsantacaterina.com/,Hotel,hotels,Hotel,santacaterina.elba@gmail.com,+39 0565 976452
Hotel Mirage,Hotel Mirage,https://www.hotelmirage.com/,Hotel,hotels,Hotel,mirage@hotelmirage.com,+39 0565 977678
Hotel Galli,Hotel Galli,http://www.hotelgalli.it/,Hotel,hotels,Hotel,info@hotelgalli.it,+39 0565 988035
B&B Arcipelago,B And B Arcipelago,https://bebarcipelago.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bebarcipelago.com,+39 351 383 6965
Le Carabattole Bed & Breakfast,Le Carabattole Bed And Breakfast,https://www.lecarabattole.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lecarabattole.com,+39 334 893 6933
Ursa Major Bubble,Ursa Major Bubble,https://www.ursamajorbubble.com/,Wellness hotel,hotels,Wellness hotel,info@ursamajorbubble.com,
Agriturismo Mulin Del Rancone,Agriturismo Mulin Del Rancone,http://www.mulindelrancone.com/,"Restaurant, Bed & breakfast, Italian restaurant, Serviced accommodation",restaurants,Restaurant,info@mulindelrancone.com,+39 333 337 6377
Agriturismo Podere Caselina,Agriturismo Podere Caselina,http://www.poderecaselina.it/,"Farmstay, Hotel",Agriturismo,Farmstay,info@poderecaselina.it,+39 339 394 0571
Albergo Ristorante ITALIA,Albergo Ristorante Italia,https://www.facebook.com/Albergo-Ristorante-Italia-251191508296993/?ref=bookmarks,"Restaurant, Hotel",restaurants,Restaurant,albergoristorante.italia@virgilio.it,+39 0534 91169
Hotel Dolores,Hotel Dolores,http://www.hoteldolores.it/,Hotel,hotels,Hotel,info@hoteldolores.it,+39 0534 45050
B&B Antico Mulino,B And B Antico Mulino,http://www.anticomulino-bnb.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@anticomulino-bnb.it,+39 338 540 5716
Villa la Massa,Villa La Massa,https://www.villalamassa.com/,"Hotel, Garden, Restaurant, Spa",hotels,Hotel,reservations@villalamassa.it,+39 055 62611
Il Poggio di Musignano,Il Poggio Di Musignano,https://www.ilpoggiodimusignano.com/,"Farmstay, Bed & breakfast",Agriturismo,Farmstay,info@ilpoggiodimusignano.com,+39 338 709 6908
B & B The Garden of the Hesperides,B And B The Garden Of The Hesperides,http://www.esperidigarden.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@esperidigarden.it,+39 0187 693481
B&B le Vedute,B And B Le Vedute,http://www.bb-levedute.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bb-levedute.it,+32 477 62 21 66
B&B il Lavaccio,B And B Il Lavaccio,http://www.bb-lavaccio.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,wanda.baldassarri@gmail.com,+39 335 784 4522
Retreat & Glamping Terre di Sacra,Retreat And Glamping Terre Di Sacra,https://sacra.it/glamping/,Resort hotel,hotels,Resort hotel,infoglamping@sacra.it,+39 0564 183 5774
Valle del Buttero Hotel Residence,Valle Del Buttero Hotel Residence,http://www.valledelbuttero.it/,"Hotel, Extended stay hotel, Holiday apartment",hotels,Hotel,info@valledelbuttero.it,+39 0564 896097
Casale Sant'Angelo,Casale Santangelo,http://www.casalesantangelo.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,posta@santangeloalchiarone.it,+39 349 640 6483
La Torricella,La Torricella,https://www.hotellatorricellacapalbio.it/,"Hotel, Bed & breakfast, Restaurant, Wine bar",hotels,Hotel,info@htltorricella.it,+39 392 999 2500
Hotel RESIDENCE Ristorante biologico I Briganti di Capalbio con PISCINA vasca IDROMASSAGGIO e SPA a Capalbio MAREMMA TOSCANA,Hotel Residence Ristorante Biologico I Briganti Di Capalbio Con Piscina Vasca Idromassaggio E Spa A Capalbio Maremma Toscana,http://www.ibrigantidicapalbio.it/,"Hotel, Restaurant",hotels,Hotel,info@ibrigantidicapalbio.it,+39 0564 890341
Locanda Rossa,Locanda Rossa,http://www.locandarossa.com/,"Farmstay, Extended stay hotel, Restaurant, Spa, Wedding venue",Agriturismo,Farmstay,reservation@locandarossa.com,+39 0564 890462
Agriturismo Il Fontino,Agriturismo Il Fontino,http://www.ilfontino.it/,"Farmstay, Apartment complex, Bed & breakfast",Agriturismo,Farmstay,info@ilfontino.it,+39 347 892 4857
Farm Capalbio Agrialbergo,Farm Capalbio Agrialbergo,http://www.agrialbergo.it/,"Farmstay, Bed & breakfast, Hotel",Agriturismo,Farmstay,agrialbergo@gmail.com,+39 388 055 9811
Casale Artemisia,Casale Artemisia,http://www.casaleartemisia.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,erico@casaleartemisia.it,+39 320 477 1800
Il Troscio,Il Troscio,https://www.icasalideltrosciocapalbio.com/,Hotel,hotels,Hotel,mika_80@hotmail.it,
B & B Two Steps from the Sea,B And B Two Steps From The Sea,http://www.duepassidalmare.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,emanuela@duepassidalmare.com,+39 339 494 9624
Hotel Eden,Hotel Eden,http://www.edenhotel.it/,"Hotel, Conference center, Convention center, Outdoor swimming pool",hotels,Hotel,info@edenhotel.it,+39 0585 807676
Ripa d'Era,Ripa Dera,http://www.ripadera.it/,"Hotel, Holiday home, Holiday apartment, Wedding venue",hotels,Hotel,info@ripadera.it,+39 327 256 2737
Asilo Masi B & B Country House,Asilo Masi B And B Country House,http://www.asilomasi.com/,"Bed & breakfast, Hotel",Bed & Breakfast,Bed & breakfast,info@asilomasi.com,+39 0587 607464
Villa Galgani,Villa Galgani,https://villagalgani.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,galgani@villagalgani.it,+39 348 853 3604
B&B La Corte Lucca,B And B La Corte Lucca,http://www.bedandbreakfast-lucca-lacorte.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@bedandbreakfastlacorte.it,+39 0583 53016
La fornace del Sole,La Fornace Del Sole,http://www.lafornacedelsole.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@lafornacedelsole.it,+39 329 231 0251
Villa Michaela (già Villa Nottolini),Villa Michaela Già Villa Nottolini,http://www.villamichaela.com/,"Event venue, Bed & breakfast, Wedding venue",Event venue,Event venue,info@villamichaela.com,+39 0583 971112
Guesthouse ai Santinelli,Guesthouse Ai Santinelli,https://www.aisantinelli.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,welcome@aisantinelli.com,+39 349 360 7799
B&B Le Mi' Cocche - relax & charme nella semplicità di casa,B And B Le Mi Cocche Relax And Charme Nella Semplicità Di Casa,https://lemicocche.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,lemicocche@gmail.com,+39 320 839 0901
"Locanda San Ginese - Room, Bed & Breakfast",Locanda San Ginese Room Bed And Breakfast,http://www.locandasanginese.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,masbond@gmail.com,+39 0583 907724
B&B Sottomonte,B And B Sottomonte,https://sottomonte.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@sottomonte.com,+46 70 990 37 99
Fattoria di Petrognano - Villa Gambaro,Fattoria Di Petrognano Villa Gambaro,http://www.fattoriadipetrognano.com/,"Farmstay, Bed & breakfast",Farmstay,Farmstay,fattoriadipetrognano@hotmail.com,+39 338 125 5359
Hotel Le Ville,Hotel Le Ville,http://www.hotelleville.it/,Hotel,hotels,Hotel,info@hotelleville.it,+39 0583 436430
B&B Giardino delle Camelie,B And B Giardino Delle Camelie,http://www.giardinodellecameliebnb.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,giardinocameliebnb@gmail.com,+39 338 190 4509
DOLCE VITA B&B near LUCCA,Dolce Vita B And B Near Lucca,https://www.dolcevitaintuscany.com/,"Bed & breakfast, Cooking class, Northern Italian restaurant, Southern Italian restaurant",Bed & Breakfast,Bed & breakfast,info@dolcevitaintuscany.com,+39 340 677 9798
Il Ruscello di Giava - Bed & Breakfast,Il Ruscello Di Giava Bed And Breakfast,http://www.ilruscellodigiava.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@ilruscellodigiava.it,+39 0583 947879
Tenuta Daussie,Tenuta Daussie,https://tenuta-daussie.italiadestinazioni.top/,"Hotel, Bed & breakfast, Farmstay",hotels,Hotel,hotel44364@wearehotels.top,+39 328 204 6123
Relais Corte Benedetto,Relais Corte Benedetto,http://www.cortebenedetto.it/,"Bed & breakfast, Farmstay",Bed & Breakfast,Bed & breakfast,prenotazioni@cortebenedetto.it,+39 0583 975088
Corte Prata,Corte Prata,http://www.corteprata.com/,"Bed & breakfast, Lodging",Bed & Breakfast,Bed & breakfast,info@corteprata.com,+39 346 229 6382
B&B Alloro,B And B Alloro,http://www.allorocasevacanze.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@allorocasevacanze.it,+39 333 111 7531
Valery AffittaCamere,Valery Affittacamere,https://valeryaffittacamere.wordpress.com/,"Bed & breakfast, Hotel",Bed & Breakfast,Bed & breakfast,valeryaffittacamere@gmail.com,+39 340 098 0073
Fattoria Mansi Bernardini,Fattoria Mansi Bernardini,http://www.fattoriamansibernardini.it/,"Villa, Bed & breakfast, Wedding venue",Villa,Villa,info@fattoriamansibernardini.it,+39 334 216 2962
Corte Capitani B&B,Corte Capitani B And B,https://www.cortecapitanilucca.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@cortecapitanilucca.it,+39 345 324 5353
Farmhouse Alle Camelie,Farmhouse Alle Camelie,http://www.allecamelie.it/,"Farmstay, Bed & breakfast",Agriturismo,Farmstay,info@allecamelie.it,+39 338 257 2695
Dimora dell'Inventore Luxury B&B,Dimora Dellinventore Luxury B And B,http://www.ladimoradellinventore.com/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@coselli.com,+39 346 575 7164
Villa Banchieri,Villa Banchieri,http://www.hotelhambros.com/la-villa/,Hotel,hotels,Hotel,info@hotelhambros.com,+39 0583 935355
Bed And Breakfast Villino L'Argine,Bed And Breakfast Villino Largine,http://www.villinoargine.it/,"Bed & breakfast, Indoor lodging",Bed & Breakfast,Bed & breakfast,info@villinoargine.it,+39 0584 913166
Poggiolindo B&B,Poggiolindo B And B,https://www.poggiolindo.it/,Bed & breakfast,Bed & Breakfast,Bed & breakfast,info@poggiolindo.it,+39 351 987 0999
Drago Residence,Drago Residence,http://www.dragoresidence.it/,"Extended stay hotel, Holiday park, Holiday apartment",hotels,Extended stay hotel,info@dragoresidence.it,+39 0565 968429
Albergo Romana,Albergo Romana,http://www.albergoromana.com/,Hotel,hotels,Hotel,info@albergoromana.com,+39 0565 968572
B&B Stile Libero,B And B Stile Libero,https://www.stileliberobnb.it/,Bed & breakfast,Bed & breakfast,Bed & breakfast,stileliberobnb@gmail.com,+39 339 601 1410
Residence Elba,Residence Elba,http://www.elbaresidence.net/,"Extended stay hotel, Holiday apartment",hotels,Extended stay hotel,info@elbaresidence.net,+39 0565 968548
Le Calanchiole Camping Village isola d'Elba,Le Calanchiole Camping Village Isola Delba,http://www.lecalanchiole.it/,"Extended stay hotel, Campground, Cottage rental, Mobile home park",hotels,Extended stay hotel,info@lecalanchiole.it,+39 0565 933488
B&B Alex,B And B Alex,http://www.alexenada.it/,"Bed & breakfast, Holiday apartment",Bed & Breakfast,Bed & breakfast,prenotazioni@alexenada.it,+39 328 278 5865
Lido Azzurro Residence,Lido Azzurro Residence,http://www.residencelidoazzurro.it/,"Extended stay hotel, Serviced accommodation",hotels,Extended stay hotel,elba@residencelidoazzurro.it,+39 0565 940217
Tenuta delle Ripalte,Tenuta Delle Ripalte,https://www.tenutadelleripalte.it/%3Futm_source%3Dgoogle%26utm_medium%3Dmybusiness%26utm_campaign%3Dmybusiness%26utm_content%3Dgmb_site_link,"Resort hotel, Organic farm",hotels,Resort hotel,info@tenutadelleripalte.it,+39 0565 94211
